
="",="(0.000301)",="(0.000293)",="(0.00182)",="(0.000214)",="(0.00100)",="(0.000975)",="(0.000304)",="(0.000340)",="(0.000243)",="(0.000500)",="(0.000538)",="(0.000437)",="(0.00287)",="(0.000365)"

="conflict_foodprice_sorghum",="0.00161***",="0.00270***",="0.00120",="-0.00140***",="-0.00423***",="0.000391",="0.00206***",="0.00204***",="0.00168***",="0.00346***",="0.00520***",="0.00230***",="0.00507**",="0.00193***"
="",="(0.000331)",="(0.000437)",="(0.000958)",="(0.000299)",="(0.000607)",="(0.000531)",="(0.000327)",="(0.000352)",="(0.000277)",="(0.000473)",="(0.000598)",="(0.000418)",="(0.00171)",="(0.000420)"

="conflict_climate_drought",="0.000147*",="-0.0000635",="0.000576**",="0.0000198",="0.000845***",="0.000347**",="-0.0000213",="0.0000131",="0.0000555",="0.0000329",="-0.0000305",="-0.0000308",="0.000118",="0.000141*"
="",="(0.0000572)",="(0.0000460)",="(0.000178)",="(0.0000360)",="(0.000113)",="(0.000109)",="(0.0000536)",="(0.0000627)",="(0.0000428)",="(0.0000830)",="(0.0000871)",="(0.0000654)",="(0.000354)",="(0.0000657)"

="conflict_climate_flood",="0.00111***",="0.000618***",="0.00324***",="0.000884***",="0.00337***",="0.00307***",="0.00121***",="0.00123***",="0.000634***",="0.00206***",="0.00183***",="0.000776***",="0.00210*",="0.00189***"
="",="(0.000152)",="(0.000127)",="(0.000540)",="(0.000103)",="(0.000312)",="(0.000308)",="(0.000145)",="(0.000160)",="(0.000121)",="(0.000236)",="(0.000241)",="(0.000180)",="(0.000973)",="(0.000180)"

="maize_climate_drought",="-0.000365",="-0.000686",="0.00398**",="-0.000323",="0.00621***",="-0.00188*",="0.000337",="-0.00102",="-0.000471",="0.000236",="-0.00118",="-0.00274***",="0.00164",="0.000207"
="",="(0.000744)",="(0.000461)",="(0.00141)",="(0.000371)",="(0.000914)",="(0.000877)",="(0.000568)",="(0.000761)",="(0.000486)",="(0.000749)",="(0.000888)",="(0.000689)",="(0.00273)",="(0.000776)"

="millet_climate_drought",="-0.000569",="0.0000862",="-0.00681***",="-0.00130**",="-0.0149***",="0.000488",="-0.00164**",="0.000283",="-0.00270***",="-0.00176*",="0.000318",="-0.000456",="0.000494",="0.000281"
="",="(0.000600)",="(0.000410)",="(0.00206)",="(0.000408)",="(0.00133)",="(0.00125)",="(0.000522)",="(0.000669)",="(0.000436)",="(0.000685)",="(0.000825)",="(0.000691)",="(0.00370)",="(0.000668)"

="rice_climate_drought",="-0.00214***",="0.00251***",="0.00456***",="0.00218***",="0.00228**",="-0.00245**",="0.00222***",="-0.00353***",="0.00302***",="0.00294***",="0.000261",="-0.00147*",="-0.00388",="-0.00209***"
="",="(0.000614)",="(0.000401)",="(0.00124)",="(0.000309)",="(0.000800)",="(0.000849)",="(0.000462)",="(0.000651)",="(0.000377)",="(0.000641)",="(0.000733)",="(0.000676)",="(0.00268)",="(0.000611)"

="sorghum_climate_drought",="0.00159**",="0.000787*",="-0.000529",="0.000546",="0.00307***",="0.00163**",="0.000216",="0.00161**",="0.00203***",="0.00139**",="0.00144*",="0.00166***",="-0.000201",="0.000640"
="",="(0.000506)",="(0.000364)",="(0.000859)",="(0.000298)",="(0.000564)",="(0.000552)",="(0.000441)",="(0.000522)",="(0.000323)",="(0.000483)",="(0.000598)",="(0.000475)",="(0.00166)",="(0.000546)"

="maize_climate_flood",="-0.0142**",="0.0228***",="0.000191",="0.0142***",="0.0246***",="-0.0122*",="0.00213",="-0.0215***",="0.0227***",="-0.00613",="-0.00468",="-0.00771",="-0.0121",="0.00325"
="",="(0.00472)",="(0.00358)",="(0.00948)",="(0.00255)",="(0.00541)",="(0.00546)",="(0.00372)",="(0.00480)",="(0.00329)",="(0.00604)",="(0.00670)",="(0.00513)",="(0.0178)",="(0.00524)"

="millet_climate_flood",="0.0159***",="0.0185***",="-0.0252",="-0.00284",="-0.103***",="0.00982",="0.000155",="0.0194***",="-0.0146***",="0.00930",="0.0357***",="0.0156**",="0.0512",="0.0138*"
="",="(0.00476)",="(0.00429)",="(0.0153)",="(0.00319)",="(0.00967)",="(0.00941)",="(0.00435)",="(0.00522)",="(0.00355)",="(0.00615)",="(0.00737)",="(0.00564)",="(0.0285)",="(0.00571)"

="rice_climate_flood",="-0.0202***",="-0.0167***",="0.00199",="-0.0205***",="-0.0225***",="-0.0383***",="0.0209***",="-0.0155***",="-0.0111***",="0.00229",="-0.00397",="-0.0144*",="-0.00556",="-0.00754"
="",="(0.00450)",="(0.00397)",="(0.0113)",="(0.00267)",="(0.00648)",="(0.00699)",="(0.00399)",="(0.00462)",="(0.00315)",="(0.00559)",="(0.00637)",="(0.00576)",="(0.0211)",="(0.00468)"

="sorghum_climate_flood",="-0.000257",="-0.0138***",="-0.000622",="0.00411",="0.0496***",="0.0267***",="-0.0134***",="-0.00401",="0.00406",="-0.000266",="-0.0207***",="-0.00522",="-0.0252",="-0.0111*"
="",="(0.00365)",="(0.00376)",="(0.00734)",="(0.00245)",="(0.00472)",="(0.00481)",="(0.00358)",="(0.00386)",="(0.00258)",="(0.00440)",="(0.00553)",="(0.00409)",="(0.0142)",="(0.00448)"

="area",="-0.0148",="-0.203***",="-0.0741",="-0.0246",="-0.229***",="-0.0295",="-0.214***",="0.00606",="-0.0845*",="-0.186**",="-0.0296",="0.0510",="0.0225",="-0.0589"
="",="(0.0420)",="(0.0353)",="(0.0641)",="(0.0263)",="(0.0407)",="(0.0378)",="(0.0425)",="(0.0435)",="(0.0329)",="(0.0568)",="(0.0587)",="(0.0465)",="(0.105)",="(0.0484)"

="education_head",="-0.0435",="0.0609**",="-0.0955*",="-0.0844***",="-0.152***",="-0.0594*",="0.0420",="-0.00679",="-0.0156",="-0.0910**",="-0.0516",="-0.0282",="0.0829",="-0.0620*"
="",="(0.0277)",="(0.0212)",="(0.0391)",="(0.0165)",="(0.0249)",="(0.0232)",="(0.0243)",="(0.0289)",="(0.0204)",="(0.0333)",="(0.0380)",="(0.0307)",="(0.0688)",="(0.0287)"

="marital_head",="0.0403",="-0.0626",="-0.158",="-0.0134",="0.0815",="-0.0318",="-0.0360",="-0.110",="-0.113*",="-0.0683",="-0.0270",="-0.143*",="0.0679",="0.0310"
="",="(0.0666)",="(0.0521)",="(0.0945)",="(0.0418)",="(0.0654)",="(0.0616)",="(0.0625)",="(0.0676)",="(0.0489)",="(0.0795)",="(0.0886)",="(0.0704)",="(0.190)",="(0.0712)"

="sex_head",="-0.216***",="-0.0386",="-0.197*",="-0.102*",="-0.212**",="-0.0485",="-0.0987",="-0.139*",="-0.116*",="-0.130",="-0.166*",="-0.188**",="-0.281",="-0.198**"
="",="(0.0632)",="(0.0526)",="(0.0951)",="(0.0419)",="(0.0646)",="(0.0621)",="(0.0620)",="(0.0665)",="(0.0489)",="(0.0771)",="(0.0841)",="(0.0698)",="(0.182)",="(0.0677)"

="_cons",="-1.179",="4.943***",="-10.17**",="-6.287***",="-2.167",="-0.895",="8.964***",="-2.986",="-7.432***",="2.375",="4.615",="-3.368",="-6.799",="0.573"
="",="(2.037)",="(1.470)",="(3.134)",="(1.181)",="(1.971)",="(1.930)",="(1.728)",="(2.130)",="(1.486)",="(2.427)",="(2.808)",="(2.222)",="(6.520)",="(2.129)"

="N",="43282",="24974",="21263",="43148",="21673",="21889",="33391",="41400",="43751",="38698",="33227",="37792",="20066",="32894"

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
